timestamp,bucket_values
2022-10-20T10:18:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.007, 0.045, 0.147, 0.224, 0.226, 0.222, 0.097, 0.026, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-21T10:19:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.012, 0.048, 0.134, 0.246, 0.188, 0.202, 0.125, 0.034, 0.007, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-22T09:52:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.007, 0.045, 0.159, 0.215, 0.151, 0.19, 0.149, 0.061, 0.016, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-23T11:29:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.011, 0.09, 0.229, 0.29, 0.252, 0.095, 0.026, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-24T06:41:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.012, 0.088, 0.255, 0.246, 0.2, 0.124, 0.053, 0.015, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-24T09:40:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.013, 0.089, 0.252, 0.244, 0.201, 0.126, 0.054, 0.015, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-25T09:58:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.008, 0.029, 0.07, 0.243, 0.335, 0.217, 0.075, 0.019, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-26T08:53:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006, 0.022, 0.081, 0.208, 0.273, 0.226, 0.122, 0.047, 0.013, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-27T09:56:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.009, 0.063, 0.144, 0.167, 0.199, 0.25, 0.127, 0.032, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-27T12:13:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.009, 0.063, 0.144, 0.167, 0.199, 0.25, 0.127, 0.032, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-29T10:11:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.005, 0.016, 0.05, 0.145, 0.266, 0.236, 0.192, 0.076, 0.013, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-30T10:00:30,"[0.0, 0.0, 0.0, 0.0, 0.008, 0.047, 0.156, 0.263, 0.279, 0.188, 0.052, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-31T09:26:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.008, 0.027, 0.136, 0.222, 0.156, 0.178, 0.187, 0.071, 0.013, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
